Altium Designer Pick and Place Locations
C:\git\cp2\cp4\Project Outputs for CPU\Pick Place for CPU(F4).csv

========================================================================================================================
File Design Information:

Date:       07/11/22
Time:       20:38
Revision:   Not in VersionControl
Variant:    F4
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"MCU_ETH_C_G","CL05B104KO5NNNC","TopLayer","C_0402","65.9000","40.1000","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","65.9000","40.1000","65.9000","40.6080"
"MCU_ETH_T_A","H1102NLT","TopLayer","XFMR_H1102NLT","77.8000","38.1000","0","T - Transfrormer - Isolation and Data Interface _Encapsulated_ Pulse Transformer 1:1 Transmitter, 1:1 Receiver Surface Mount","77.8000","38.1000","73.5350","42.5450"
"MCU_ETH_R_O","0603WAF820JT5E","TopLayer","R_0603","70.8000","35.0000","180","R - RESISTOR - SMD - 82R - 1% - 0603","70.8000","35.0000","71.5700","35.0000"
"MCU_ETH_R_N","0603WAF820JT5E","TopLayer","R_0603","70.8000","32.3000","180","R - RESISTOR - SMD - 82R - 1% - 0603","70.8000","32.3000","71.5700","32.3000"
"MCU_ETH_R_M","0402WGF100JTCE","TopLayer","R_0402","71.1000","39.3000","180","R - RESISTOR - SMD - 10R - 1% - 0402","71.1000","39.3000","71.6080","39.3000"
"MCU_ETH_R_L","0402WGF499JTCE","TopLayer","R_0402","71.1000","41.7000","180","R - RESISTOR - SMD - 49.9R - 1% - 0402","71.1000","41.7000","71.6080","41.7000"
"MCU_ETH_R_K","0402WGF499JTCE","TopLayer","R_0402","71.1000","38.3000","180","R - RESISTOR - SMD - 49.9R - 1% - 0402","71.1000","38.3000","71.6080","38.3000"
"MCU_ETH_C_T","CL05B103KB5NNNC","TopLayer","C_0402","71.1000","37.3000","180","C - CAPACITOR - MLCC - 10nF - 50V - 0402","71.1000","37.3000","71.6080","37.3000"
"MCU_ETH_C_S","0402B682K500NT","TopLayer","C_0402","71.2000","33.6000","360","C - CAPACITOR - MLCC - 6.8nF - 50V - 0402","71.2000","33.6000","70.6920","33.6000"
"MCU_ETH_C_R","0402B682K500NT","TopLayer","C_0402","71.1000","36.3000","360","C - CAPACITOR - MLCC - 6.8nF - 50V - 0402","71.1000","36.3000","70.5920","36.3000"
"MCU_ETH_C_Q","0402B223K500NT","TopLayer","C_0402","71.1000","40.3000","360","C - CAPACITOR - MLCC - 22nF - 50V - 0402","71.1000","40.3000","70.5920","40.3000"
"MCU_ETH_R_B","0402WGF1002TCE","TopLayer","R_0402","58.1000","32.0000","360","R - RESISTOR - SMD - 10k - 1% - 0402","58.1000","32.0000","57.5920","32.0000"
"MCU_ETH_C_B","0402CG120J500NT","TopLayer","C_0402","56.4000","33.3000","360","C - CAPACITOR - MLCC - 12pF - 50V - 0402","56.4000","33.3000","55.8920","33.3000"
